name,price,depreciation,mileage,eng_cap,power,reg_date,coe_left,owners,omv,arf,accessories,new_name
Nissan Qashqai 1.2A DIG-T,28500,14310,86000,1197,85,30-Sep-15,0.52,3,18413,13413,"Keyless entry/start stop, navigator, Bluetooth, reverse sensors/camera, in car camera, multi control steering.",Nissan Qashqai (2014-2020)
Honda Civic 1.6A VTi,78800,15080,113800,1597,92,2-Oct-18,4.52,2,20645,20903,"Original leather seats, factory fitted touchscreen multimedia player with reverse camera, reverse sensors, auto retractable side mirrors, LED, DRL.",Honda Civic (2016-2021)
Nissan Qashqai 1.2A DIG-T,52800,14230,93585,1197,85,16-Jun-17,3.23,1,18583,13583,"Sport rims, leather seat, Android audio system, steering wheel control, electric park brake, reverse camera and sensors, retractable side mirrors.",Nissan Qashqai (2014-2020)
Mazda 3 Mild Hybrid 1.5A Elegance Sunroof,95800,15920,44000,1496,88,25-Sep-19,5.51,3,24330,16062,"LED headlights/DRL. Keyless go.Factory fitted CarPlay,sound system. Navigation. Bluetooth. 360 reverse camera/sensors. Driver's electric memory seats.",Mazda 3 Sedan Mild Hybrid (2019)
Toyota Wish 1.8A ,58800,11700,134200,1794,97,14-Apr-09,5.02,6,18662,18662,"Leather Seats, Sport Rims, Original DVD Player, Reverse Sensors. Solar Films. Knockdown Rear Seats, Remote Alarm.",Toyota Wish
BMW 2 Series 216i Gran Tourer Luxury,86800,15930,64500,1499,75,28-Jun-18,4.26,1,32596,37635,"Electric seats, auto tailgate, keyless entry/start, multi function steering wheel, rear aircon, electric handbrake, reverse camera.",BMW 2 Series Gran Tourer
Lexus ES Hybrid ES300h Luxury Sunroof ,139800,13970,133500,2494,151,22-Jul-14,10,3,45066,45093,"Factory fitted player with reverse camera, automated reverse sunshade, rear passenger inbuild pull-up sunshade, blind spot sensor, premium leather.",Lexus ES 300h Hybrid (2013-2017)
Kia Cerato K3 1.6A Sunroof,56800,13550,87000,1591,95,2-Nov-17,3.61,2,15644,15644,"17"" rims, factory fitted audio system with BT, multi function steering wheel controls, leather seats, driver electric memory seats, rear aircon.",Kia Cerato K3 (2013-2018)
Renault Arkana Fastback E-Tech Hybrid 1.6A Bose Edition,134800,15960,15000,1598,105,25-Oct-21,7.59,2,25100,27140,"Infotainment 7"" touchscreen, sound system 3D sound system by Arkamys with 8 speakers, multi function steering wheel, keyless entry/engine start.",Renault Arkana Fastback E-Tech Hybrid (2021-2023)
Audi A3 Sedan 1.0A TFSI S-tronic,105999,15780,57000,999,85,19-Mar-20,5.98,1,22090,22926,"Audi MMI, keyless entry/start, Bluetooth, auto LED headlights, dynamic taillight, paddle shifter, cruise control, knockdown rear seats.",Audi A3 Sedan (2014-2021)
Volvo S60 T2,60800,14620,83228,1498,90,12-Jun-17,3.22,2,25281,27394,"Volvo integrated Bluetooth/audio system, 2 x electric seats/memory, electric parking brake, rain sensors, knockdown rear seats.",Volvo S60 (2014-2019)
Mercedes-Benz E-Class E43 AMG 4MATIC,181800,32940,60000,2996,295,25-Oct-17,3.59,1,86113,127004,"Burmester surround sound, turbine aircon, multicolor ambient lighting, black leather seats with red stitching and red seat belts.",Mercedes-Benz E-Class Saloon 2016 (2016-2021)
Audi R8 4.2A FSI Quattro R-tronic ,217888,29940,85493,4163,316,14-Jul-11,7.27,6,147728,147728,"Multi function steering wheel, paddle shifters, cruise control, reverse camera, Bluetooth, electric folding side mirrors, auto head lights.",Audi R8
Opel Astra 1.0A Turbo,46800,13980,110000,999,77,24-May-17,3.17,2,19715,5000,"Reverse camera and sensors, touch screen player, Bluetooth, auto tailgate, keyless entry/start, parking assist.",Opel Astra (2016-2022)
Nissan Qashqai 1.2A DIG-T Premium,68888,14300,88250,1197,85,26-Apr-18,4.01,2,20452,20633,"LED DRL, leather seats, keyless entry/start stop, Android player, reverse camera/sensors, in car camera, multi control steering.",Nissan Qashqai (2014-2020)
Mazda Biante 2.0A  ,121800,12170,119000,1998,111,20-Jun-14,10,1,20398,20558,2.0L inline 4 cylinder DOHC SkyActiv engine. 6-speed auto transmission. I-stop. Keyless entry/start. Knockdown rear seats. View specs of the Mazda Biante (2014-2018),OPC Schemes
Lexus RC Turbo RC200t,128888,25750,36000,1998,180,29-Dec-17,3.77,1,50913,63644,"Keyless entry/start/stop, paddle shifters, electric ventilated sports seats, cruise control,DRL,AUX,Bluetooth,collision alert,airbags,surround system.",Lexus RC (2015-2019)
Kia Optima 2.0A,40800,14040,98000,1999,120,29-Feb-16,0.93,1,25081,27114,"DRL LED headlamps, sports rims, keyless entry/start, rear aircon, light/rain sensors, audio system, Bluetooth, solar films, leather seats.",Kia Optima (2016-2017)
Honda Odyssey 2.4A EX-S ,78888,15770,130000,2356,129,16-Apr-14,5,1,27318,30246,Factory Fitted Interior. 10year renewal Available.,Honda Odyssey (2014-2021)
Daihatsu Terios 1.5A ,49800,12420,155000,1495,77,26-Mar-08,4.01,3,17587,17587,Newly wrapped front and back seats. Knockdown rear seats.,Daihatsu Terios (2007-2017)
Audi A3 Sedan Mild Hybrid 1.0A TFSI S-tronic,165999,18140,35600,999,81,30-Jun-22,8.27,1,28408,31772,"Auto park assist, reverse cam, hold assist, lane/depart warning, ambient lighting, wireless Apple CarPlay/Android Auto, in car camera and many more.",Audi A3 Sedan Mild Hybrid (2021)
BMW M4 Coupe ,346000,34580,119000,2979,317,18-Mar-15,10,2,74016,105229,The best condition M4 in the market. Original Yas marina blue M4. 100% stock condition with no mods or dekits. PPI done at reputable workshop. Munich agent unit with full service record. No expense spared. 3x free servicing. Option to buy without COE at $160k.,BMW M4 Coupe (2014-2020)
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,65800,18670,93000,1997,106,24-Jan-17,2.83,2,23955,25537,"Dual electric seats, sport rim, infotainment system/BT/navi, 360""all round camera, multi zone aircon, rear aircon, auto tailgate, fog light, roof rail",Nissan X-Trail (2014-2021)
Honda Shuttle 1.5A G,71800,14500,67500,1496,97,15-Nov-18,4.65,1,18692,8692,"Keyless entry/start/stop, Bluetooth, Honda sensing technology, auto head lights, electric folding side mirrors, reverse camera, knockdown rear seats.",Honda Shuttle (2015)
SEAT Ibiza 1.0A EcoTSI DSG Style,64800,11940,60000,999,85,26-Nov-18,4.67,1,17769,17769,"Infotainment touchscreen audio system with navigation, reverse camera, Apple CarPlay, Android Auto, and mirror link. In car camera.",SEAT Ibiza (2018-2024)
Audi A3 Sportback 1.0A TFSI S-tronic,115999,16300,30000,999,85,26-Aug-20,6.42,1,21740,22436,"Audi MMI, keyless entry/start, Bluetooth, auto LED headlights, dynamic tail light, paddle shifter, cruise control, knockdown rear seats, reverse cam.",Audi A3 Sportback (2013-2020)
Mazda 5 2.0A Sunroof,63800,16120,61000,1998,111,22-Aug-17,3.42,1,17470,17470,"A MPV That Offers You A Reasonable Amount Of Space. With Only 1 Owner Count And Low Mileage Of 61000KM Only, Unit Comes With Sunroof And Both Sides Power Sliding Door. Original Paintwork, Very Well Maintained Interior And Smooth Engine Are A Few Plus Point For This Unit. Bank/In House Financing Available And We Accept Cash Deal For Immediate Transfer Of Ownership. Give Us A Call Or Message Us Now!",Mazda 5 (2012-2018)
Peugeot 5008 Diesel 1.6A BlueHDi EAT6 Sunroof,55800,16950,103000,1560,88,25-Jan-17,2.84,2,23710,15194,Ideal for big family with short term commitment. Excellent fuel efficiency. Freshly coated paintwork. Original manufacturer upholstery. A family oriented MPV with good leg room and boot space. Flexible finance scheme with fast process. Trade in welcomed. Please call our friendly sales representative to arrange for a viewing appointment today!,Peugeot 5008 Diesel (2014-2016)
Kia Stinger 2.0A Sunroof,116000,22670,102000,1998,182,4-Jul-18,4.28,2,32676,37747,"Defi Gauge, Brembo BBK, Front & Side Lips, Akrapovic Exhaust Tip, MST Air-intake with Custom Pipes, D1 Spec Oil Catchcan, 19 inch Rims.",Kia Stinger (2018-2022)
Mazda 5 2.0A Sunroof,43777,14150,118000,1998,111,29-Jul-16,2.35,4,20747,21046,Dual power sliding doors. Leather seats. Knockdown rear seats. Auto tailgate!,Mazda 5 (2012-2018)
Hyundai Avante 1.6A Elite Sunroof,123800,14920,24377,1598,90,29-Mar-22,8.02,1,22277,8188,"Reverse camera, electric ventilated front seats, carplay/Android Auto, blind spot monitor, lane departure warning, keyless entry/start, Sunroof.",Hyundai Avante (2020-2024)
Honda City 1.5A SV,45800,14270,91000,1497,88,28-Dec-16,2.76,2,17652,12652,"Leather seats, sports rims, factory fitted audio system, multi function steering wheel, airbags, retractable side mirrors, reverse camera/sensor, BT.",Honda City (2014-2020)
Mercedes-Benz M-Class ML350 ,164800,18950,105000,3498,225,11-Mar-13,8.69,4,61331,61331,"Brabus bodykit, Brabus full exhaust system, 22' rims, upgraded Ugode apple car display, paddle shifters, keyless entry, rear air conditoning and more.",Mercedes-Benz M-Class (2012-2015)
Honda HR-V 1.5A LX,77800,15140,139000,1496,96,23-Aug-18,4.42,1,21245,21743,"Latest DRL LED headlights, factory fitted head unit w/Bluetooth, leather seats, reverse camera & sensors, knockdown rear seat. Paddle shifters.",Honda HR-V (2015-2021)
Mitsubishi Lancer EX 1.5A GLS ,46800,12670,195000,1499,80,10-Dec-07,3.69,5,16271,17899,"Leather seats, sports rims, multi steering wheel, reverse camera and sensor, rear knockdown seats, Android player.",Mitsubishi Lancer (2006-2008)
Honda Jazz Hybrid 1.5A e-HEV Luxe,121800,15360,40000,1498,92,21-Oct-21,7.58,1,24029,10641,"Multi-function Steering Wheel,Auto Head Lights,Electric Folding Side Mirrors,Knockdown Rear Seats,Apple CarPlay,Reverse Camera&Sensor, F&B Car Camera.",Honda Jazz Hybrid (2021)
Mercedes-Benz E-Class E200 Premium Panoramic Roof,172800,23610,65000,1991,135,21-Jan-20,5.83,3,54498,70097,"Full digital instrument cluster, Panoramic roof, auto tailgate with kick boot, ambient lights, multi function steering wheel, dashcam.",Mercedes-Benz E-Class Saloon 2016 (2016-2021)
BMW i8 Coupe,215000,102030,25000,1499,266,31-Jul-15,0.36,4,117364,153256,"Scissor doors, heads up display, Bluetooth, navigation, Harman Kardon system, electric seats, PDC all round camera/sensors, LED front/rear lights.",BMW i8 Coupe (2014-2020)
Maserati Levante 3.0A,240000,40350,55000,2979,257,17-Oct-18,4.57,1,77204,110968,"Front electric seats with driver memory, Contactless boot open/close, Air suspension with height adjustment, Reverse camera, Rear aircon.",Maserati Levante (2017)
BMW 3 Series 320i Coupe Sunroof ,79800,12220,114000,1995,115,22-Dec-10,6.52,4,37548,37548,"18"" sports rim, leather seats, Sunroof, retractable side mirrors, electrical seats, reverse sensors.",BMW 320i
BMW 3 Series 320i ,126800,15010,98000,1997,135,30-Nov-12,8.44,4,39338,39338,"BMW iDrive, comfort access with keyless start. Cruise control, Bluetooth phone/AUX, LED DRL, multi function steering, auto headlights/rain sensors.",BMW 3 Series Sedan (2012-2019)
Porsche Macan S 3.0A PDK ,225800,22570,130000,2997,250,27-Nov-14,10,4,73851,104932,"Multi steering function, paddle shifters, electric tailgate. Electric seats, Bi-Xenon head lamp, keyless entry, reverse camera, front and rear sensor.",Porsche Macan (2014-2019)
Honda Shuttle Hybrid 1.5A,79800,15380,83189,1496,101,16-Jan-19,4.82,1,20905,11267,"Leather seat, dash camera, keyless entry, start/stop, eco mode, Pioneer DVD head unit, reverse camera with sensor, cruise control.",Honda Shuttle Hybrid (2015)
Land Rover Discovery Sport 2.0A Si4 SE 7-Seater Sunroof,138800,22820,65898,1997,177,31-Dec-18,4.77,2,48251,59552,Factory Fitted Interior.,Land Rover Discovery Sport
Honda Civic 1.6A VTi,73000,15160,119711,1597,92,22-May-18,4.08,2,19662,19662,"Factory fitted infotainment system, triple center exhaust, 6-piston brembo brakes, BBS rims, Michelin ps5 tyres upgraded body kit and more!",Honda Civic (2016-2021)
Honda Civic 2.0A Si ,72800,14250,134000,1998,114,29-May-09,5.02,1,28518,28518,"$1512 monthly Full loan, Leather seats, sport rims, factory fitted audio system, reverse sensors, knockdown rear seats, retractable side mirrors.",Honda Civic (2006-2012)
Kia Cerato 1.6A EX,73800,14560,73158,1591,93,25-Oct-18,4.59,1,13841,13841,"17"" sports rims, Android player, Reverse camera/sensors. Drive mode select.",Kia Cerato (2018-2021)
Audi A4 1.4A TFSI S-tronic Design,49800,15810,150000,1395,110,22-Apr-16,2.08,2,33386,33741,Factory Fitted Interior.,Audi A4 Sedan (2016-2020)
Toyota Harrier Turbo 2.0A G Panoramic Roof,100800,19500,125000,1998,170,24-Apr-18,4,1,35785,42099,"Electrical retractable side mirrors, digital multi zone aircon with rear aircon, driver's electric seat, multi function steering.",Toyota Harrier
Mercedes-Benz E-Class E200 Mild Hybrid Avantgarde,231000,23780,19651,1991,155,28-Jun-22,8.26,1,53633,68540,Factory Fitted Interior.,Mercedes-Benz E-Class Saloon Mild Hybrid (2020)
Audi A3 Sedan 1.0A TFSI S-tronic,96800,15970,65987,999,85,26-Jul-19,5.34,1,22084,22918,"Sports rims, LED headlights/DRL, original audio system AUX/USB port, rear aircon, driver's electric seat, keyless start/stop, reverse camera.",Audi A3 Sedan (2014-2021)
BMW 3 Series 316i ,78800,15750,80000,1598,100,1-Aug-14,5,2,31404,25966,"COE Car, Low Mileage Car",BMW 3 Series Sedan (2012-2019)
BMW 3 Series 318i Highline,198000,19190,11500,1998,115,24-Feb-23,8.92,1,42788,53298,Standard ACE 3.0 camera.,BMW 3 Series Sedan (2019)
Suzuki Swift 1.5A ,58800,11700,145000,1490,74,21-Jul-09,5.02,1,13520,13520,"Factory audio, retractable side mirror. Leather seats, sports rims, reverse sensors.",Suzuki Swift (2004-2011)
Toyota Rav4 Hybrid 2.5A X,151800,20400,63000,2487,160,28-Oct-20,6.6,1,37296,34215,"Leather seats, factory fitted rims, rear aircon vent, climatic control aircon, apple car play, Android Auto, reverse camera, electric tailgate.",Toyota RAV4 Hybrid (2020)
Toyota Noah Hybrid 1.8A X,168800,20670,65000,1797,100,1-Nov-21,7.61,1,32776,22887,"Sony multi media player, multi zone & rear aircon, knockdown rear seats, electric folding side mirrors, reverse camera, multi-function steering wheel.",Toyota Noah Hybrid 2017 (2017)
BMW 2 Series 216i Gran Tourer,99800,15720,112000,1499,80,30-Sep-19,5.52,3,24215,25901,"Reverse camera/sensors, Bluetooth interface, Navigation, Hand-free boot access. Halogen lights.",BMW 2 Series Gran Tourer
SEAT Leon Sport Tourer 1.0A TSI Style,65000,16080,112000,999,85,2-Nov-17,3.61,2,26255,13757,"Leather upholstery, Bluetooth and Apple CarPlay.",SEAT Leon (2016-2020)
Suzuki Swift Sport 1.6M ,62888,12890,163000,1586,92,6-Feb-09,4.87,6,15127,15127,"HKS exhaust with cert, Kansai carbon fiber hood, sunline racing front lip, sunline racing carbon fiber spoiler, OZ racing rims, bucket seats.",Suzuki Swift (2004-2011)
Honda Civic 1.6A VTi,115800,15160,16000,1597,92,15-Mar-21,6.97,2,19880,19880,"Brembo GT 6 pot, BC coilover, HKS exhuast, LFI 18'' rims, full Kit, Bluetooth/USB. Reverse camera/sensors. Knockdown rear seats. Rear aircon.",Honda Civic (2016-2021)
Toyota Sienta 1.5A Standard,103800,14280,53181,1496,79,16-Nov-20,6.65,1,17556,17556,"Sports rims, Toyota audio player with Bluetooth, leather seats, rear aircon, front and rear recording car camera, rear knockdown seats, fog lights.",Toyota Sienta (2016-2022)
Honda Civic 1.6A VTi,50800,16050,80000,1597,92,12-Oct-16,2.55,1,19541,19541,"Leather seats, sports rims, multi function steering control, Bluetooth, reverse camera, rear aircon and factory fitted touchscreen audio.",Honda Civic (2016-2021)
BMW 3 Series 316i ,98800,12980,145000,1598,100,12-Apr-13,7.61,2,33318,28646,"Keyless entry, auto start/stop, electric memory seats, steering controls, factory infotainment system, 19"" sports rims, cruise control.",BMW 3 Series Sedan (2012-2019)
Honda Stream 1.8A X ,69800,12250,143000,1799,103,8-Dec-09,5.69,6,21855,21855,"Factory fitted leather seats, knockdown rear seat, spacious interior and boot space, sports rims, premium entertainment systems, Bluetooth, solar film",Honda Stream (2007-2014)
Volkswagen Scirocco 1.4A TSI ,72800,10740,141000,1390,118,20-Jan-11,6.77,2,25306,25306,"Full factory condition, new ABS pump, new traction control module, new AC compressor! Zero modifications for a peace of mind! Rare black leather seat.",Volkswagen Scirocco (2009-2017)
Lexus IS250 ,86800,12800,138000,2500,153,18-Jan-11,6.77,4,38280,38280,"Keyless entry, electronic folding side mirrors, multi function steering, auto head lights, heat seats, paddle shifter.",Lexus IS250 (2006-2013)
Toyota Vellfire 2.5A Elegance Moonroof,134800,30490,81000,2494,134,25-Sep-17,3.51,3,45431,55604,"360 camera and Android player retractable wing mirrors, keyless entry, ambient lights, touch screen audio system, roof top monitor.",Toyota Alphard (2015-2021)
MINI One 1.5A 5DR,79800,15430,71000,1499,75,24-Oct-18,4.58,4,25634,17888,"Auto headlights/wiper, sport/green mode, keyless entry, Ambient lighting, PDC rear, Bluetooth, cruise control, union jack tail lamp.",MINI One 5-Door (2015)
Land Rover Range Rover Velar 2.0A Si4 R-Dynamic,205800,27730,58000,1997,184,30-Dec-19,5.77,2,66286,91315,Electric memory leather seats. Power/kick-open tailgate. 360 parking aid. Blind spot indicators. Lane departure warning. Carplay.,Land Rover Range Rover Velar (2017)
Toyota Harrier 2.4A ,28800,18060,142000,2362,118,26-Oct-05,0.59,1,36901,40592,"New interior leather upholstery, gearbox overhaul, new paint jobs, Panoramic roof.",Toyota Harrier (2004-2012)
Mitsubishi Lancer 1.6A GLX Sports ,43800,11070,117000,1584,79,6-Mar-08,3.95,1,12729,14002,Original factory fitted audio player. Sports rims. Leather seats. Reverse sensors.,Mitsubishi Lancer (2006-2008)
Nissan X-Trail 2.0A 7-Seater Sunroof,60888,15800,89288,1997,106,29-Mar-17,3.02,2,24596,26435,"Dual electric leather seats, sports rim, infotainment system/BT/Navi, 360"" all round camera/sensor, rear aircon, auto tailgate, fog light, roof rail.",Nissan X-Trail (2014-2021)
Nissan Sylphy 1.6A,99888,12300,62888,1598,85,31-Aug-21,7.44,1,16598,16598,"Factory fitted audio system with Bluetooth, reverse camera and sensors, auto folding side mirrors, original 16"" sports rims.",Nissan Sylphy (2018-2021)
Porsche Macan S 3.0A PDK ,218800,21870,145000,2997,250,7-Sep-15,10,4,71686,101035,"Factory fitted audio system, Bluetooth/navigation, Bose sound system, electric memory seat, reverse sensor/camera, 20 inch spyder rims.",Porsche Macan
Porsche 911 GT3 4.0A PDK,948800,94520,5800,3996,375,24-Jun-22,8.25,1,180037,336082,"Brushed aluminium interior trims, LED headlights, keyless. Bluetooth, navigation. Apple CarPlay. 20""/21"" GT3 wheels. Full Xple PPF.",Porsche 911 (2019)
Toyota Camry 2.0A ,30800,13540,123000,1998,108,28-Sep-06,2.27,4,28129,30942,"Factory fitted leather adjustable seats, soundstream touchscreen audio system, reverse sensor/camera, retractable side mirrors.",Toyota Camry (2006-2012)
Lexus ES Hybrid ES300h Executive,128800,22730,120000,2487,160,29-Aug-18,4.43,2,45594,55832,Car well maintain by owner! Easy loan application for in house and bank! Do call for appointment for viewing!,Lexus ES 300h Hybrid (2018)
Toyota Corolla Altis 1.6A Standard,121800,13840,36000,1598,96,27-Apr-22,8.01,1,19410,19410,"Sport rims, leather seat, Android audio system, wireless charging, rear air con blower, reverse camera & sensors, steering wheel controls.",Toyota Corolla Altis (2020)
Volkswagen Scirocco GT 2.0A TSI ,69800,12040,175000,1984,147,7-Jan-10,5.79,5,28426,28426,As Good As VW Golf GTI Performance! Fast & Easy Process For In House & Bank Loan Available! Call Appointment To View! Thank q!,Volkswagen Scirocco
BMW 2 Series 216i Gran Tourer,69000,15100,121000,1499,75,22-Sep-17,3.5,2,28741,32238,"Sports rims, factory fitted audio system with BT/nav, keyless entry/start/stop, reverse sensors/camera, auto LED headlights and electric parking brake",BMW 2 Series Gran Tourer (2016-2021)
Porsche 718 Cayman GT4 RS 4.0A PDK,940800,86740,1600,3996,368,10-Mar-23,8.96,1,175207,325456,"GT sport steering with yellow marker. Reverse camera. Navigation, Bluetooth. Apple CarPlay. Bi-Xenon headlamp. Tyre pressure monitor.",Porsche 718
BMW 3 Series 335i Convertible ,94888,14720,110000,2979,225,15-Oct-10,6.44,6,58646,58646,"Electric seats, premium sound system, BMW iDrive, sport rims.",BMW 335i
Opel Crossland 1.2A X Turbo,66500,10910,92000,1199,81,28-May-19,5.18,2,19940,19940,"Factory fitted audio system, Bluetooth, leather seats, sport rims, auto headlamp, multi function steering, reverse sensors/camera, keyless entry/start",Opel Crossland (2017-2023)
Kia Sorento Diesel 2.2A CRDi Sunroof,73800,17280,109000,2199,147,20-Jul-17,3.32,2,29016,32623,"Leather upholstery, front/back dashcam, reverse cam, 360 parking sensor, 2nd and 3rd row aircon. Power tailgate, memory seats, HID headlights.",Kia Sorento Diesel (2015-2021)
Porsche 718 Boxster S 2.5A PDK,230000,43960,40571,2497,257,7-Nov-17,3.62,3,93950,141110,"Car is stock, no messy mods to ruin the amazing mid engine set up but is well loaded with factory accessories includin Porsche logo embossed on seats.",Porsche Boxster (2005-2012)
Honda Airwave 1.5A M ,51800,11240,135000,1496,81,30-Oct-08,4.6,3,14905,14905,"Leather seats, sport rims, door visor, solar film, reverse sensor, Audio player.",Honda Airwave (2008-2014)
Mercedes-Benz E-Class E200 Avantgarde,96800,22970,109953,1991,135,25-Nov-16,2.67,1,54809,70657,Factory fitted accessories with all round camera.,Mercedes-Benz E-Class Saloon 2016 (2016-2021)
Porsche 911 Carrera S Coupe 3.0A PDK,378800,115090,76000,2981,309,21-Jul-16,2.33,3,138651,221572,"GT sport steering wheel. Park assist with front & rear reverse camera, BOSE sound system. Keyless entry. Power steering plus. Auto folding mirrors",Porsche 911 (2008-2012)
Toyota Harrier Hybrid 2.5A Premium,192800,21990,46300,2487,160,17-Mar-22,7.98,1,40927,34298,"Keyless entry/start, electric/memory seats, ventilated seats, electric tailgate, HUD, smartphone connectivity, wireless charging.",Toyota Harrier Hybrid
Mercedes-Benz GLA-Class GLA180,46500,18560,139000,1595,90,14-Jan-16,0.81,2,27630,25682,"19"" sports rims, LED DRL, Bi-xenon headlights, reverse camera/sensors, memory seats, electric tailgate",Mercedes-Benz GLA-Class (2014-2020)
Mercedes-Benz A-Class A200 Progressive,126800,19100,72000,1332,120,21-Nov-19,5.66,1,32192,37069,"Door Step viewing, loan up to 90% of the car price,1 Owner, Agent (C&C) Serviced Record, All Wear and tear Replaced($5k), Keyless Entry/go, Navigation System, 10""25 Widescreen Display, Ambient Lighting, Apple CarPlay And Etc. Accident Free, excellent condition, immediate ownership transfer upon collection, view to believe, please call for more enquiry before it's gone.",Mercedes-Benz A-Class Hatchback (2018)
Hyundai Ioniq Hybrid 1.6A DCT Sunroof,83800,16590,62000,1580,103,5-Sep-18,4.45,1,26905,19667,"Pioneer touchscreen player with wireles CarPlay/Android, blind spot assist, leather/electric/memory/ventilated seat, wireless charging",Hyundai Ioniq Hybrid (2017-2023)
Kia Cerato Forte Koup 1.6A SX Sunroof ,19800,13240,159000,1591,92,20-Sep-10,0.49,5,15087,15087,"Leather seats, sports rims, ori bodykit, fog light, touchscreen head set, reverse camera/sensor, cam recorder, solar film, auto retrace side mirrors.",Kia Cerato Forte Koup (2009-2013)
Volkswagen Golf 1.0A TSI Trendline,69800,14220,48000,999,81,13-Jul-18,4.3,1,17009,17009,"DRL auto headlights, Leather Upholstery, dual climatic aircon system, 6.5"" touch screen infotainment with Bluetooth, rear aircon, auto brake hold.",Volkswagen Golf (2012-2021)
Toyota Wish 1.8A X,63800,18090,117122,1797,105,7-Mar-17,2.95,1,20453,20635,Leather Seats. Sports Rims. DVD Player. Reverse Cam. Reverse Sensors. Solar Films. Window Visors. & More!,Toyota Wish
Volkswagen Golf 1.2A TSI,52800,14670,108800,1197,81,19-Jul-17,3.32,2,18062,8062,"Upgraded OZ sport rims, upgraded touchscreen audio system with Bluetooth, navigation and reverse camera, original black leather upholstery.",Volkswagen Golf (2012-2021)
Honda Shuttle 1.5A G Honda Sensing,109800,13870,43000,1496,95,16-Dec-21,7.73,1,18801,5000,1 Ownership Only! Pristine Well & Maintained By Previous Owner! Low Mileage Clocked! Original Upholstery! 1 Year Warranty Left! 100 % Loan Available! Trade ins Are Welcomed! Contact Our Friendly Sales Consultant now!,Honda Shuttle (2015)
Toyota Raize Hybrid 1.2A G,143800,17200,12107,1196,138,7-Jun-22,8.21,1,19720,5000,"Head unit, reverse camera/sensor, car mat, front and back camera recorder, solar film, leather seat, sport rim.",Toyota Raize Hybrid (2022)
Subaru Impreza WRX 2.5M ,69888,19300,150000,2457,169,5-Nov-07,3.62,4,16955,18651,"Engine fully built 390-420whp, ATS twin clutch, D2 coilovers, sound system. More to be revealed during viewing. No expenses spared on this vehicle.",Subaru Impreza WRX (2007-2011)
Hyundai Tucson 2.0A GLS,52800,15980,88778,1999,114,5-Dec-16,2.7,2,19199,19199,"17"" rims, keyless entry/start, auto LED headlights, LED DRL, driver electric seat, climatic aircon, rear aircon, reverse cam, reverse sensors, ISOFIX.",Hyundai Tucson (2015-2018)
Honda Jazz 1.5A,71800,14530,88563,1498,96,1-Aug-18,4.36,3,16882,16882,"Tanabe muffler with cert, SCUSS semi bucket seat, ultra racing bar, Lufi meter. Blue cabin light for front passengers, full black central console.",Honda Jazz (2014-2021)
Nissan X-Trail 2.0A 7-Seater Sunroof,59800,15030,105500,1997,106,28-Apr-17,3.01,2,24596,26435,"Keyless entry start/stop, electric leather upholstery,360 park assistance camera, Panoramic Sunroof, original factory rims,electric tailgate and more.",Nissan X-Trail (2014-2021)
Honda Odyssey 2.4A EXV-S Sunroof,130800,21870,57900,2356,129,23-May-19,5.17,1,31027,35438,"DRL lights, electric seats, Sunroof, dual power sliding, original head unit with Bluetooth and reverse cameras and parking assist.",Honda Odyssey (2014-2021)
BMW 3 Series 320i Convertible ,73800,11380,134000,1995,115,15-Sep-10,6.48,6,41010,41010,"COE Car, Premium Ad Car, Low Mileage Car",BMW 3 Series Sedan (2005-2012)
Honda Jazz 1.5A RS,50800,14730,80572,1498,96,13-Apr-17,3.06,2,16523,11523,"RS leather seats, 16 inch sports rims, factory fitted touch screen DVD player, Bluetooth, reverse camera, sensor and retractable side mirrors.",Honda Jazz (2014-2021)
Toyota Vellfire 2.4A X ,92800,16050,123399,2362,125,20-May-10,5.77,3,34357,34357,Factory fitted interior.,Toyota Vellfire (2008-2015)
Toyota Corolla Altis 1.6A Elegance,48800,15310,134868,1598,90,4-Oct-16,2.53,1,19990,19990,"Factory Fitted Audio System With Bluetooth. Reverse Sensors/camera. Multi Function Steering Control. Sports Rims, Solar Film, Fog Light.",Toyota Corolla Altis (2014-2019)
Mazda 5 2.0A SP Sunroof,53800,14600,88148,1998,111,30-Mar-17,3.02,1,19442,19442,Dual sliding doors. Sunroof. Rear aircon. Reverse camera and sensor. Auto dimming rear view mirror.,Mazda 5 (2012-2018)
Nissan X-Trail 2.0A 7-Seater Sunroof,59800,15930,78394,1997,106,17-Mar-17,2.98,1,23227,24518,"Panoramic roof, audio player, leather seats, sports rims, auto headlamps/DRL, front fog lamp, auto tailgate.",Nissan X-Trail (2014-2021)
Mercedes-Benz CLA-Class CLA180 AMG Line,112000,19660,51000,1595,90,14-Feb-19,4.89,2,28021,31230,WhatsApp now to view!,Mercedes-Benz CLA-Class (2013-2019)
Toyota Noah Hybrid 1.8A X,180800,20890,29211,1797,100,28-Apr-22,8.01,1,32831,22964,"Leather seats, media player, front and back recording camera, reverse sensor/camera, car mat, solar film, warranty included.",Toyota Noah
